,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamScored,AwayTeamScored,HomeTeamConceded,AwayTeamConceded,HomeTeamPoints,AwayTeamPoints,HM1,AM1,HM2,AM2,HM3,AM3,HomeGoalDiff,AwayGoalDiff,DiffInGoals,DiffPts,MW
1517,2012-04-28,Leverkusen,Hannover,1,0,H,1,0,43,43,48,42,W,D,D,L,W,W,-42,-43,1,6,33
1518,2012-04-28,M'gladbach,Augsburg,0,0,D,0,0,23,48,56,34,L,D,W,W,D,L,-23,-48,25,22,33
1519,2012-04-28,Schalke 04,Hertha,4,0,H,4,0,41,61,58,27,D,L,L,D,L,L,-37,-61,24,31,33
1520,2012-04-28,Wolfsburg,Werder Bremen,3,1,H,3,1,56,54,44,42,D,L,L,L,L,D,-53,-53,0,2,33
1521,2012-05-05,Augsburg,Hamburg,1,0,H,1,0,48,55,37,35,D,D,D,D,W,W,-47,-55,8,2,34
1522,2012-05-05,Dortmund,Freiburg,4,0,H,4,0,24,59,81,40,W,W,W,D,W,D,-20,-59,39,41,34
1523,2012-05-05,FC Koln,Bayern Munich,1,4,A,1,4,70,22,30,70,L,W,D,W,L,D,-69,-18,-51,-40,34
1524,2012-05-05,Hannover,Kaiserslautern,2,1,H,2,1,44,53,45,22,L,L,D,W,L,L,-42,-52,10,23,34
1525,2012-05-05,Hertha,Hoffenheim,3,1,H,3,1,62,47,30,38,L,L,L,L,D,D,-59,-46,-13,-8,34
1526,2012-05-05,Mainz,M'gladbach,0,3,A,0,3,50,23,36,59,D,D,D,L,D,W,-50,-20,-30,-23,34
1527,2012-05-05,Nurnberg,Leverkusen,1,4,A,1,4,47,44,42,51,W,W,D,W,W,D,-46,-40,-6,-9,34
1528,2012-05-05,Stuttgart,Wolfsburg,3,2,H,3,2,45,59,52,44,L,W,D,D,W,L,-42,-57,15,8,34
1529,2012-05-05,Werder Bremen,Schalke 04,2,3,A,2,3,57,43,42,61,L,W,L,D,L,L,-55,-40,-15,-19,34
