,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamScored,AwayTeamScored,HomeTeamConceded,AwayTeamConceded,HomeTeamPoints,AwayTeamPoints,HM1,AM1,HM2,AM2,HM3,AM3,HomeGoalDiff,AwayGoalDiff,DiffInGoals,DiffPts,MW
1098,2014-02-14,Mainz,Hannover,2,0,H,29,29,34,34,30,24,L,L,W,W,W,W,-5,-5,0,6,21
1099,2014-02-15,Bayern Munich,Freiburg,4,0,H,56,19,9,38,56,18,W,D,W,L,W,W,47,-19,66,38,21
1100,2014-02-15,Braunschweig,Hamburg,4,2,H,14,34,37,46,15,16,L,L,L,L,D,L,-23,-12,-11,-1,21
1101,2014-02-15,Dortmund,Ein Frankfurt,4,0,H,49,24,23,37,39,21,W,W,W,L,D,W,26,-13,39,18,21
1102,2014-02-15,Hoffenheim,Stuttgart,4,1,H,39,34,43,44,22,19,D,L,W,L,L,L,-4,-10,6,3,21
1103,2014-02-15,Leverkusen,Schalke 04,1,2,A,37,41,22,26,40,40,W,W,W,W,L,W,15,15,0,0,21
1104,2014-02-15,Werder Bremen,M'gladbach,1,1,D,24,34,46,26,18,31,L,L,L,L,D,L,-22,8,-30,-13,21
1105,2014-02-16,Augsburg,Nurnberg,0,1,A,30,23,29,34,31,19,W,L,W,W,D,W,1,-11,12,12,21
1106,2014-02-16,Hertha,Wolfsburg,1,2,A,30,31,24,25,30,33,W,W,L,L,L,L,6,6,0,-3,21
1107,2014-02-21,Schalke 04,Mainz,0,0,D,0,0,26,34,41,31,W,W,W,L,W,W,-26,-34,8,10,22
1108,2014-02-22,Freiburg,Augsburg,2,4,A,2,4,42,31,18,34,L,L,D,W,L,W,-40,-27,-13,-16,22
1109,2014-02-22,Hamburg,Dortmund,3,0,H,3,0,46,26,19,39,L,W,L,W,L,W,-43,-26,-17,-20,22
1110,2014-02-22,M'gladbach,Hoffenheim,2,2,D,2,2,28,45,32,23,D,W,L,D,L,W,-26,-43,17,9,22
1111,2014-02-22,Nurnberg,Braunschweig,2,1,H,2,1,35,39,22,15,W,W,L,L,W,L,-33,-38,5,7,22
1112,2014-02-22,Stuttgart,Hertha,1,2,A,1,2,46,25,19,33,L,L,L,W,L,L,-45,-23,-22,-14,22
1113,2014-02-22,Wolfsburg,Leverkusen,3,1,H,3,1,26,25,36,40,W,L,W,W,L,W,-23,-24,1,-4,22
1114,2014-02-23,Ein Frankfurt,Werder Bremen,0,0,D,0,0,37,46,22,19,L,D,W,L,L,L,-37,-46,9,3,22
1115,2014-02-23,Hannover,Bayern Munich,0,4,A,0,4,38,9,24,59,L,W,L,W,W,W,-38,-5,-33,-35,22
1116,2014-02-28,Hertha,Freiburg,0,0,D,0,0,25,42,34,19,W,L,L,L,W,D,-25,-42,17,15,23
1117,2014-03-01,Augsburg,Hannover,1,1,D,1,1,32,39,35,25,W,L,L,L,W,L,-31,-38,7,10,23
1118,2014-03-01,Bayern Munich,Schalke 04,5,1,H,5,1,10,31,62,41,W,D,W,W,W,W,-5,-30,25,21,23
1119,2014-03-01,Braunschweig,M'gladbach,1,1,D,1,1,40,29,16,33,L,D,W,D,L,L,-39,-28,-11,-17,23
1120,2014-03-01,Dortmund,Nurnberg,3,0,H,3,0,26,38,42,22,L,W,W,W,W,L,-23,-38,15,20,23
1121,2014-03-01,Leverkusen,Mainz,0,1,A,0,1,26,34,40,34,L,D,L,W,W,L,-26,-33,7,6,23
1122,2014-03-01,Werder Bremen,Hamburg,1,0,H,1,0,46,47,22,19,D,W,D,L,L,L,-45,-47,2,3,23
1123,2014-03-02,Ein Frankfurt,Stuttgart,2,1,H,2,1,38,48,25,19,D,L,L,L,W,L,-36,-47,11,6,23
1124,2014-03-02,Hoffenheim,Wolfsburg,6,2,H,6,2,47,32,26,36,D,W,W,W,D,W,-41,-30,-11,-10,23
1125,2014-03-08,Hamburg,Ein Frankfurt,1,1,D,1,1,48,39,20,26,L,W,W,D,L,L,-47,-38,-9,-6,24
1126,2014-03-08,Hannover,Leverkusen,1,1,D,1,1,40,27,26,41,D,L,L,L,L,L,-39,-26,-13,-15,24
1127,2014-03-08,M'gladbach,Augsburg,1,2,A,1,2,31,33,33,38,D,D,D,W,D,L,-30,-31,1,-5,24
1128,2014-03-08,Nurnberg,Werder Bremen,0,2,A,0,2,40,46,22,25,L,W,W,D,W,D,-40,-44,4,-3,24
1129,2014-03-08,Schalke 04,Hoffenheim,4,0,H,4,0,31,51,44,26,L,W,D,D,W,W,-27,-51,24,18,24
1130,2014-03-08,Stuttgart,Braunschweig,2,2,D,2,2,50,42,20,17,L,D,L,L,L,W,-48,-40,-8,3,24
1131,2014-03-08,Wolfsburg,Bayern Munich,1,6,A,1,6,38,11,36,65,L,W,W,W,W,W,-37,-5,-32,-29,24
1132,2014-03-09,Freiburg,Dortmund,0,1,A,0,1,43,26,19,45,D,W,L,L,L,W,-43,-25,-18,-26,24
1133,2014-03-09,Mainz,Hertha,1,1,D,1,1,35,26,35,35,W,D,D,W,W,L,-34,-25,-9,0,24
1134,2014-03-14,Augsburg,Schalke 04,1,2,A,1,2,35,32,38,47,W,W,D,L,W,D,-34,-30,-4,-9,25
1135,2014-03-15,Bayern Munich,Leverkusen,2,1,H,2,1,12,29,68,41,W,D,W,L,W,L,-10,-28,18,27,25
1136,2014-03-15,Braunschweig,Wolfsburg,1,1,D,1,1,43,39,18,37,D,L,D,L,L,W,-42,-38,-4,-19,25
1137,2014-03-15,Dortmund,M'gladbach,1,2,A,1,2,28,32,45,36,W,L,W,D,L,D,-27,-30,3,9,25
1138,2014-03-15,Hertha,Hannover,0,3,A,0,3,29,40,35,29,D,D,D,D,W,L,-29,-37,8,6,25
1139,2014-03-15,Hoffenheim,Mainz,2,4,A,2,4,55,37,26,38,L,D,W,W,D,D,-53,-33,-20,-12,25
1140,2014-03-15,Werder Bremen,Stuttgart,1,1,D,1,1,47,51,26,21,W,D,W,L,D,L,-46,-50,4,5,25
1141,2014-03-16,Ein Frankfurt,Freiburg,1,4,A,1,4,43,44,26,22,D,L,W,D,D,L,-42,-40,-2,4,25
1142,2014-03-16,Hamburg,Nurnberg,2,1,H,2,1,49,42,23,22,D,L,L,L,W,W,-47,-41,-6,1,25
1143,2014-03-21,Freiburg,Werder Bremen,3,1,H,3,1,45,50,25,26,W,D,L,W,D,W,-42,-49,7,-1,26
1144,2014-03-22,Hannover,Dortmund,0,3,A,0,3,43,28,29,48,W,L,D,W,D,W,-43,-25,-18,-19,26
1145,2014-03-22,Mainz,Bayern Munich,0,2,A,0,2,39,12,38,71,W,W,D,W,W,W,-39,-10,-29,-33,26
1146,2014-03-22,M'gladbach,Hertha,3,0,H,3,0,32,32,39,35,W,L,L,D,D,D,-29,-32,3,4,26
1147,2014-03-22,Schalke 04,Braunschweig,3,1,H,3,1,33,46,50,18,W,D,W,D,L,D,-30,-45,15,32,26
1148,2014-03-22,Stuttgart,Hamburg,1,0,H,1,0,51,50,24,23,D,W,D,D,L,L,-50,-50,0,1,26
1149,2014-03-22,Wolfsburg,Augsburg,1,1,D,1,1,40,36,38,39,D,L,L,W,L,D,-39,-35,-4,-1,26
1150,2014-03-23,Leverkusen,Hoffenheim,2,3,A,2,3,32,57,41,29,L,L,D,L,L,W,-30,-54,24,12,26
1151,2014-03-23,Nurnberg,Ein Frankfurt,2,5,A,2,5,47,45,22,29,L,L,L,D,L,W,-45,-40,-5,-7,26
1152,2014-03-25,Braunschweig,Mainz,3,1,H,3,1,47,42,21,38,L,L,D,W,D,D,-44,-41,-3,-17,27
1153,2014-03-25,Dortmund,Schalke 04,0,0,D,0,0,28,33,49,51,W,W,L,W,W,W,-28,-33,5,-2,27
1154,2014-03-25,Hertha,Bayern Munich,1,3,A,1,3,35,13,35,74,L,W,L,W,D,W,-34,-10,-24,-39,27
1155,2014-03-25,Werder Bremen,Wolfsburg,1,3,A,1,3,53,41,26,41,L,D,D,D,W,L,-52,-38,-14,-15,27
1156,2014-03-26,Augsburg,Leverkusen,1,3,A,1,3,39,33,39,44,D,L,L,L,W,D,-38,-30,-8,-5,27
1157,2014-03-26,Ein Frankfurt,M'gladbach,1,0,H,1,0,45,33,32,39,W,W,L,W,D,L,-44,-33,-11,-7,27
1158,2014-03-26,Hamburg,Freiburg,1,1,D,1,1,51,46,24,26,L,W,W,W,D,L,-50,-45,-5,-2,27
1159,2014-03-26,Hoffenheim,Hannover,3,1,H,3,1,58,46,32,29,W,L,L,W,L,D,-55,-45,-10,3,27
1160,2014-03-26,Nurnberg,Stuttgart,2,0,H,2,0,47,53,25,24,L,W,L,D,L,D,-45,-53,8,1,27
1161,2014-03-28,Schalke 04,Hertha,2,0,H,2,0,33,37,54,35,D,L,W,L,W,L,-31,-37,6,19,28
1162,2014-03-29,Bayern Munich,Hoffenheim,3,3,D,3,3,16,61,75,33,W,W,W,W,W,L,-13,-58,45,42,28
1163,2014-03-29,Freiburg,Nurnberg,3,2,H,3,2,48,50,29,25,D,W,W,L,W,L,-45,-48,3,4,28
1164,2014-03-29,Leverkusen,Braunschweig,1,1,D,1,1,34,48,45,22,W,W,L,L,L,D,-33,-47,14,23,28
1165,2014-03-29,Mainz,Augsburg,3,0,H,3,0,42,42,41,39,L,L,L,D,W,L,-39,-42,3,2,28
1166,2014-03-29,Stuttgart,Dortmund,2,3,A,2,3,56,30,24,52,L,D,W,W,D,L,-54,-27,-27,-28,28
1167,2014-03-29,Wolfsburg,Ein Frankfurt,2,1,H,2,1,42,47,44,32,W,W,D,W,D,L,-40,-46,6,12,28
1168,2014-03-30,Hannover,Werder Bremen,1,2,A,1,2,48,54,29,29,L,L,L,L,W,D,-47,-52,5,0,28
1169,2014-03-30,M'gladbach,Hamburg,3,1,H,3,1,34,54,42,24,L,D,W,L,W,W,-31,-53,22,18,28
1170,2014-04-04,Hamburg,Leverkusen,2,1,H,2,1,55,36,27,45,L,D,D,W,L,L,-53,-35,-18,-18,29
1171,2014-04-05,Augsburg,Bayern Munich,1,0,H,1,0,42,17,42,75,L,D,L,W,D,W,-41,-17,-24,-33,29
1172,2014-04-05,Dortmund,Wolfsburg,2,1,H,2,1,31,44,55,44,W,W,D,W,W,D,-29,-43,14,11,29
1173,2014-04-05,Ein Frankfurt,Mainz,2,0,H,2,0,47,44,35,41,L,W,W,L,W,L,-45,-44,-1,-6,29
1174,2014-04-05,Nurnberg,M'gladbach,0,2,A,0,2,52,34,25,45,L,W,W,L,L,W,-52,-32,-20,-20,29
1175,2014-04-05,Stuttgart,Freiburg,2,0,H,2,0,56,50,27,29,L,W,L,D,W,W,-54,-50,-4,-2,29
1176,2014-04-05,Werder Bremen,Schalke 04,1,1,D,1,1,55,34,30,55,W,W,L,D,L,W,-54,-33,-21,-25,29
1177,2014-04-06,Braunschweig,Hannover,3,0,H,3,0,48,51,25,29,D,L,W,L,L,L,-45,-51,6,-4,29
1178,2014-04-06,Hertha,Hoffenheim,1,1,D,1,1,38,62,36,34,L,D,L,W,L,W,-37,-61,24,2,29
1179,2014-04-11,Schalke 04,Ein Frankfurt,2,0,H,2,0,34,49,58,35,D,W,W,L,D,W,-32,-49,17,23,30
1180,2014-04-12,Bayern Munich,Dortmund,0,3,A,0,3,20,31,75,58,L,W,D,W,W,D,-20,-28,8,17,30
1181,2014-04-12,Freiburg,Braunschweig,2,0,H,2,0,50,50,32,25,L,W,W,D,D,W,-48,-50,2,7,30
1182,2014-04-12,Hannover,Hamburg,2,1,H,2,1,52,57,32,27,L,W,L,L,L,D,-50,-56,6,5,30
1183,2014-04-12,Mainz,Werder Bremen,3,0,H,3,0,44,58,44,30,L,D,W,W,L,L,-41,-58,17,14,30
1184,2014-04-12,M'gladbach,Stuttgart,1,1,D,1,1,35,57,46,28,W,W,W,L,L,L,-34,-56,22,18,30
1185,2014-04-12,Wolfsburg,Nurnberg,4,1,H,4,1,45,56,47,25,L,L,W,L,W,W,-41,-55,14,22,30
1186,2014-04-13,Hoffenheim,Augsburg,2,0,H,2,0,62,44,37,42,D,W,D,L,W,L,-60,-44,-16,-5,30
1187,2014-04-13,Leverkusen,Hertha,2,1,H,2,1,37,40,48,36,L,D,D,L,W,L,-35,-39,4,12,30
1188,2014-04-17,Ein Frankfurt,Hannover,2,3,A,2,3,52,54,35,35,L,W,W,L,L,L,-50,-51,1,0,31
1189,2014-04-19,Augsburg,Hertha,0,0,D,0,0,44,40,43,37,L,L,W,D,L,L,-44,-40,-4,6,31
1190,2014-04-19,Braunschweig,Bayern Munich,0,2,A,0,2,52,20,25,78,L,L,W,L,D,D,-52,-18,-34,-53,31
1191,2014-04-19,Dortmund,Mainz,4,2,H,4,2,33,48,61,44,W,W,W,L,W,W,-29,-46,17,17,31
1192,2014-04-19,Freiburg,M'gladbach,4,2,H,4,2,52,39,35,46,W,D,L,W,W,W,-48,-37,-11,-11,31
1193,2014-04-19,Hamburg,Wolfsburg,1,3,A,1,3,60,46,27,50,L,W,W,L,L,W,-59,-43,-16,-23,31
1194,2014-04-19,Werder Bremen,Hoffenheim,3,1,H,3,1,59,65,33,37,L,W,D,D,W,D,-56,-64,8,-4,31
1195,2014-04-20,Nurnberg,Leverkusen,1,4,A,1,4,60,38,25,51,L,W,L,L,L,D,-59,-34,-25,-26,31
1196,2014-04-20,Stuttgart,Schalke 04,3,1,H,3,1,58,37,31,58,D,W,W,D,L,W,-55,-36,-19,-27,31
1197,2014-04-25,Hannover,Stuttgart,0,0,D,0,0,54,58,36,32,W,W,W,D,L,W,-54,-58,4,4,32
1198,2014-04-26,Bayern Munich,Werder Bremen,5,2,H,5,2,22,64,81,33,W,W,L,L,L,D,-17,-62,45,48,32
1199,2014-04-26,Hertha,Braunschweig,2,0,H,2,0,40,54,40,25,D,L,L,L,D,W,-38,-54,16,15,32
1200,2014-04-26,Hoffenheim,Ein Frankfurt,0,0,D,0,0,65,52,38,36,L,L,W,L,D,W,-65,-52,-13,2,32
1201,2014-04-26,Leverkusen,Dortmund,2,2,D,2,2,40,35,52,62,W,W,W,W,L,W,-38,-33,-5,-10,32
1202,2014-04-26,Mainz,Nurnberg,2,0,H,2,0,48,62,47,25,L,L,W,L,L,L,-46,-62,16,22,32
1203,2014-04-26,Wolfsburg,Freiburg,2,2,D,2,2,48,54,51,36,W,W,W,W,L,L,-46,-52,6,15,32
1204,2014-04-27,Augsburg,Hamburg,3,1,H,3,1,45,63,46,27,D,L,L,L,W,W,-42,-62,20,19,32
1205,2014-04-27,Schalke 04,M'gladbach,0,1,A,0,1,38,39,58,49,L,L,W,D,D,W,-38,-38,0,9,32
1206,2014-05-03,Braunschweig,Augsburg,0,1,A,0,1,55,45,25,49,L,W,L,D,L,L,-55,-44,-11,-24,33
1207,2014-05-03,Dortmund,Hoffenheim,3,2,H,3,2,37,68,65,38,D,D,W,L,W,W,-34,-66,32,27,33
1208,2014-05-03,Ein Frankfurt,Leverkusen,0,2,A,0,2,54,40,36,55,D,D,L,W,L,W,-54,-38,-16,-19,33
1209,2014-05-03,Freiburg,Schalke 04,0,2,A,0,2,56,38,36,61,D,L,W,L,W,W,-56,-36,-20,-25,33
1210,2014-05-03,Hamburg,Bayern Munich,1,4,A,1,4,67,23,27,84,L,W,L,W,L,L,-66,-19,-47,-57,33
1211,2014-05-03,M'gladbach,Mainz,3,1,H,3,1,40,51,52,47,W,W,L,L,D,W,-37,-50,13,5,33
1212,2014-05-03,Nurnberg,Hannover,0,2,A,0,2,64,54,25,39,L,D,L,W,L,W,-64,-52,-12,-14,33
1213,2014-05-03,Stuttgart,Wolfsburg,1,2,A,1,2,60,49,32,54,D,D,W,W,D,W,-59,-47,-12,-22,33
1214,2014-05-03,Werder Bremen,Hertha,2,0,H,2,0,64,42,36,40,L,W,W,D,L,L,-62,-42,-20,-4,33
1215,2014-05-10,Augsburg,Ein Frankfurt,2,1,H,2,1,46,56,52,36,W,L,W,D,D,L,-44,-55,11,16,34
1216,2014-05-10,Bayern Munich,Stuttgart,1,0,H,1,0,23,61,87,32,W,L,W,D,W,W,-22,-61,39,55,34
1217,2014-05-10,Hannover,Freiburg,3,2,H,3,2,56,59,42,36,W,L,D,D,W,W,-53,-57,4,6,34
1218,2014-05-10,Hertha,Dortmund,0,4,A,0,4,46,37,40,68,L,W,W,D,D,W,-46,-33,-13,-28,34
1219,2014-05-10,Hoffenheim,Braunschweig,3,1,H,3,1,69,58,41,25,L,L,D,L,L,L,-66,-57,-9,16,34
1220,2014-05-10,Leverkusen,Werder Bremen,2,1,H,2,1,41,66,58,36,W,W,D,L,W,W,-39,-65,26,22,34
1221,2014-05-10,Mainz,Hamburg,3,2,H,3,2,53,70,50,27,L,L,W,L,L,L,-50,-68,18,23,34
1222,2014-05-10,Schalke 04,Nurnberg,4,1,H,4,1,39,68,64,25,W,L,L,L,L,L,-35,-67,32,39,34
1223,2014-05-10,Wolfsburg,M'gladbach,3,1,H,3,1,50,43,57,52,W,W,D,W,W,L,-47,-42,-5,5,34
1224,2011-08-05,Dortmund,Hamburg,3,1,H,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
1225,2011-08-06,Augsburg,Freiburg,2,2,D,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
1226,2011-08-06,FC Koln,Wolfsburg,0,3,A,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
1227,2011-08-06,Hannover,Hoffenheim,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
1228,2011-08-06,Hertha,Nurnberg,0,1,A,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
1229,2011-08-06,Stuttgart,Schalke 04,3,0,H,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
1230,2011-08-06,Werder Bremen,Kaiserslautern,2,0,H,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
1231,2011-08-07,Bayern Munich,M'gladbach,0,1,A,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
1232,2011-08-07,Mainz,Leverkusen,2,0,H,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,1
1233,2011-08-13,Freiburg,Mainz,1,2,A,2,2,2,0,1,3,M,M,M,M,M,M,0,2,-2,-2,2
1234,2011-08-13,Hamburg,Hertha,2,2,D,1,0,3,1,0,0,M,M,M,M,M,M,-2,-1,-1,0,2
1235,2011-08-13,Hoffenheim,Dortmund,1,0,H,1,3,2,1,0,3,M,M,M,M,M,M,-1,2,-3,-3,2
1236,2011-08-13,M'gladbach,Stuttgart,1,1,D,1,3,0,0,3,3,M,M,M,M,M,M,1,3,-2,0,2
1237,2011-08-13,Nurnberg,Hannover,1,2,A,1,2,0,1,3,3,M,M,M,M,M,M,1,1,0,0,2
1238,2011-08-13,Schalke 04,FC Koln,5,1,H,0,0,3,3,0,0,M,M,M,M,M,M,-3,-3,0,0,2
1239,2011-08-13,Wolfsburg,Bayern Munich,0,1,A,3,0,0,1,3,0,M,M,M,M,M,M,3,-1,4,3,2
1240,2011-08-14,Kaiserslautern,Augsburg,1,1,D,0,2,2,2,0,1,M,M,M,M,M,M,-2,0,-2,-1,2
1241,2011-08-14,Leverkusen,Werder Bremen,1,0,H,0,2,2,0,0,3,M,M,M,M,M,M,-2,2,-4,-3,2
1242,2011-08-19,M'gladbach,Wolfsburg,4,1,H,5,4,1,4,6,3,D,L,M,M,M,M,4,0,4,3,3
1243,2011-08-20,Augsburg,Hoffenheim,0,2,A,2,3,4,2,1,3,D,W,M,M,M,M,-2,1,-3,-2,3
1244,2011-08-20,Bayern Munich,Hamburg,5,0,H,5,1,1,8,3,0,W,D,M,M,M,M,4,-7,11,3,3
1245,2011-08-20,Dortmund,Nurnberg,2,0,H,5,1,1,2,6,3,L,L,M,M,M,M,4,-1,5,3,3
1246,2011-08-20,FC Koln,Kaiserslautern,1,1,D,1,1,4,3,1,1,L,D,M,M,M,M,-3,-2,-1,0,3
1247,2011-08-20,Stuttgart,Leverkusen,0,1,A,3,1,1,2,3,3,D,W,M,M,M,M,2,-1,3,0,3
1248,2011-08-20,Werder Bremen,Freiburg,5,3,H,7,5,3,7,6,1,L,L,M,M,M,M,4,-2,6,5,3
1249,2011-08-21,Hannover,Hertha,1,1,D,3,1,2,2,4,1,W,D,M,M,M,M,1,-1,2,3,3
1250,2011-08-21,Mainz,Schalke 04,2,4,A,4,4,4,5,3,3,W,W,M,M,M,M,0,-1,1,0,3
1251,2011-08-26,Hertha,Stuttgart,1,0,H,2,3,2,2,4,3,D,L,D,D,M,M,0,1,-1,1,4
1252,2011-08-27,Freiburg,Wolfsburg,3,0,H,8,4,7,7,4,3,L,L,L,L,M,M,1,-3,4,1,4
1253,2011-08-27,Hamburg,FC Koln,3,4,A,4,5,12,7,0,4,L,D,D,L,M,M,-8,-2,-6,-4,4
1254,2011-08-27,Hoffenheim,Werder Bremen,1,2,A,4,9,4,4,3,9,W,W,W,L,M,M,0,5,-5,-6,4
1255,2011-08-27,Kaiserslautern,Bayern Munich,0,3,A,1,8,6,1,1,6,D,W,D,W,M,M,-5,7,-12,-5,4
1256,2011-08-27,Leverkusen,Dortmund,0,0,D,1,5,2,1,4,7,W,W,W,L,M,M,-1,4,-5,-3,4
1257,2011-08-27,Nurnberg,Augsburg,1,0,H,2,2,2,5,6,1,L,L,L,D,M,M,0,-3,3,5,4
1258,2011-08-28,Hannover,Mainz,1,1,D,4,5,3,5,5,4,D,L,W,W,M,M,1,0,1,1,4
1259,2011-08-28,Schalke 04,M'gladbach,1,0,H,5,5,5,2,6,6,W,W,W,D,M,M,0,3,-3,0,4
1260,2011-09-09,Augsburg,Leverkusen,1,4,A,3,5,9,3,1,7,L,D,L,W,D,W,-6,2,-8,-6,5
1261,2011-09-10,Bayern Munich,Freiburg,7,0,H,15,8,1,14,9,4,W,W,W,L,W,L,14,-6,20,5,5
1262,2011-09-10,Dortmund,Hertha,1,2,A,6,4,3,3,7,7,D,W,W,D,L,D,3,1,2,0,5
1263,2011-09-10,Mainz,Hoffenheim,0,4,A,5,8,9,4,4,6,D,L,L,W,W,W,-4,4,-8,-2,5
1264,2011-09-10,M'gladbach,Kaiserslautern,1,0,H,6,1,2,7,9,1,L,L,W,D,D,D,4,-6,10,8,5
1265,2011-09-10,Stuttgart,Hannover,3,0,H,6,4,2,6,6,5,L,D,L,D,D,W,4,-2,6,1,5
1266,2011-09-10,Werder Bremen,Hamburg,2,0,H,11,4,4,14,12,0,W,L,W,L,L,D,7,-10,17,12,5
1267,2011-09-11,FC Koln,Nurnberg,1,2,A,6,4,9,3,4,9,W,W,D,L,L,L,-3,1,-4,-5,5
1268,2011-09-11,Wolfsburg,Schalke 04,2,1,H,6,6,8,7,6,6,L,W,L,W,L,W,-2,-1,-1,0,5
1269,2011-09-16,Freiburg,Stuttgart,1,2,A,9,8,16,3,4,9,L,W,W,L,L,L,-7,5,-12,-5,6
1270,2011-09-17,Hamburg,M'gladbach,0,1,A,4,7,15,2,0,12,L,W,L,L,L,W,-11,5,-16,-12,6
1271,2011-09-17,Hertha,Augsburg,2,2,D,6,5,5,11,8,2,W,L,W,L,D,L,1,-6,7,6,6
1272,2011-09-17,Hoffenheim,Wolfsburg,3,1,H,11,7,5,11,9,6,W,W,L,L,W,L,6,-4,10,3,6
1273,2011-09-17,Kaiserslautern,Mainz,3,1,H,4,6,8,12,4,4,L,L,L,D,D,L,-4,-6,2,0,6
1274,2011-09-17,Leverkusen,FC Koln,1,4,A,6,10,7,10,7,7,W,L,D,W,W,D,-1,0,-1,0,6
1275,2011-09-17,Nurnberg,Werder Bremen,1,1,D,5,12,4,5,10,13,W,W,W,W,L,W,1,7,-6,-3,6
1276,2011-09-18,Hannover,Dortmund,2,1,H,6,7,7,5,8,7,L,L,D,D,D,W,-1,2,-3,1,6
1277,2011-09-18,Schalke 04,Bayern Munich,0,2,A,6,17,9,1,6,12,L,W,W,W,W,W,-3,16,-19,-6,6
1278,2011-09-23,Stuttgart,Hamburg,1,2,A,9,6,5,16,9,3,W,L,W,L,L,L,4,-10,14,6,7
1279,2011-09-24,Augsburg,Hannover,0,0,D,5,6,11,7,3,9,D,W,L,L,L,D,-6,-1,-5,-6,7
1280,2011-09-24,Bayern Munich,Leverkusen,3,0,H,20,6,1,10,15,7,W,L,W,W,W,D,19,-4,23,8,7
1281,2011-09-24,Mainz,Dortmund,1,2,A,7,9,14,6,4,10,L,L,L,L,D,D,-7,3,-10,-6,7
1282,2011-09-24,M'gladbach,Nurnberg,1,0,H,8,5,2,5,15,10,W,D,W,W,L,W,6,0,6,5,7
1283,2011-09-24,Schalke 04,Freiburg,4,2,H,10,11,11,20,9,4,L,L,L,L,W,W,-1,-9,8,5,7
1284,2011-09-24,Wolfsburg,Kaiserslautern,1,0,H,8,4,11,9,9,4,L,W,W,L,L,L,-3,-5,2,5,7
1285,2011-09-25,FC Koln,Hoffenheim,2,0,H,12,11,10,7,10,9,W,W,L,W,W,L,2,4,-2,1,7
1286,2011-09-25,Werder Bremen,Hertha,2,1,H,14,7,6,7,16,8,D,D,W,W,W,W,8,0,8,8,7
1287,2011-09-30,Kaiserslautern,Stuttgart,0,2,A,4,11,11,5,4,12,L,L,W,W,L,W,-7,6,-13,-8,8
1288,2011-10-01,Dortmund,Augsburg,4,0,H,13,5,6,15,13,3,W,D,L,D,L,L,7,-10,17,10,8
1289,2011-10-01,Freiburg,M'gladbach,1,0,H,12,8,20,3,7,15,L,W,L,W,L,W,-8,5,-13,-8,8
1290,2011-10-01,Hertha,FC Koln,3,0,H,10,12,7,13,11,10,L,W,D,W,W,L,3,-1,4,1,8
1291,2011-10-01,Hoffenheim,Bayern Munich,0,0,D,11,20,7,1,10,16,L,W,W,W,W,W,4,19,-15,-6,8
1292,2011-10-01,Leverkusen,Wolfsburg,3,1,H,9,9,11,14,10,9,L,W,L,L,W,W,-2,-5,3,1,8
1293,2011-10-01,Nurnberg,Mainz,3,3,D,8,10,8,17,11,5,L,L,D,L,W,L,0,-7,7,6,8
1294,2011-10-02,Hamburg,Schalke 04,1,2,A,7,12,18,12,3,12,W,W,L,L,L,L,-11,0,-11,-9,8
1295,2011-10-02,Hannover,Werder Bremen,3,2,H,9,16,9,9,12,16,D,W,W,D,L,W,0,7,-7,-4,8
1296,2011-10-14,Werder Bremen,Dortmund,0,2,A,16,15,11,6,16,16,L,W,W,W,D,L,5,9,-4,0,9
1297,2011-10-15,Bayern Munich,Hertha,4,0,H,24,10,1,11,19,11,D,W,W,L,W,D,23,-1,24,8,9
1298,2011-10-15,Mainz,Augsburg,0,1,A,10,6,18,15,5,6,D,L,L,D,L,D,-8,-9,1,-1,9
1299,2011-10-15,M'gladbach,Leverkusen,2,2,D,10,11,5,13,16,11,L,W,W,L,W,L,5,-2,7,5,9
1300,2011-10-15,Schalke 04,Kaiserslautern,1,2,A,13,6,14,12,12,7,W,L,W,L,L,W,-1,-6,5,5,9
1301,2011-10-15,Stuttgart,Hoffenheim,2,0,H,13,11,5,9,15,10,W,D,L,L,W,W,8,2,6,5,9
1302,2011-10-15,Wolfsburg,Nurnberg,2,1,H,11,9,15,10,12,11,L,D,W,L,L,D,-4,-1,-3,1,9
1303,2011-10-16,FC Koln,Hannover,2,0,H,14,9,13,11,13,12,L,W,W,D,W,W,1,-2,3,1,9
1304,2011-10-16,Freiburg,Hamburg,1,2,A,13,9,22,19,7,6,W,L,L,W,L,L,-9,-10,1,1,9
1305,2011-10-21,Augsburg,Werder Bremen,1,1,D,7,17,16,12,7,17,W,L,L,L,D,W,-9,5,-14,-10,10
1306,2011-10-22,Dortmund,FC Koln,5,0,H,20,14,6,18,19,13,W,W,W,L,W,W,14,-4,18,6,10
1307,2011-10-22,Hamburg,Wolfsburg,1,1,D,10,12,20,16,7,13,W,W,L,L,W,W,-10,-4,-6,-6,10
